GeneID	Product	Note	Gene_Biotype	Location	Strand	Dbxref
PITG_13473	Major Facilitator Superfamily (MFS)		protein_coding	NW_003303730.1:309748-311306	-	GeneID:9461893
PITG_13477	uncharacterized protein		protein_coding	NW_003303730.1:332299-335006	+	GeneID:9461894
PITG_13481	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303730.1:354372-354794	-	GeneID:9461895
PITG_13482	uncharacterized protein		protein_coding	NW_003303730.1:357930-358844	+	GeneID:9461896
PITG_13483	uncharacterized protein		protein_coding	NW_003303730.1:365003-366659	-	GeneID:9461897
PITG_13484	crinkler (CRN) domain-containing protein		protein_coding	NW_003303730.1:366800-368786	+	GeneID:9461898
PITG_13485	uncharacterized protein		protein_coding	NW_003303730.1:371374-372189	-	GeneID:9461899
PITG_13486	dTDP-D-glucose 4,6-dehydratase, putative		protein_coding	NW_003303730.1:385463-386794	+	GeneID:9461900
PITG_13487	uncharacterized protein		protein_coding	NW_003303730.1:387236-388502	-	GeneID:9461901
PITG_13488	serine protease family S08A, putative		protein_coding	NW_003303730.1:389615-391162	+	GeneID:9461902
PITG_13489	uncharacterized protein		protein_coding	NW_003303730.1:392193-393671	+	GeneID:9461903
PITG_13490	urocanase, putative		protein_coding	NW_003303730.1:393925-396329	-	GeneID:9462065
PITG_13491	calcineurin-like phosphoesterase, putative		protein_coding	NW_003303730.1:398275-399919	+	GeneID:9462066
PITG_13492	uncharacterized protein		protein_coding	NW_003303730.1:400686-402522	+	GeneID:9462067
PITG_13493	uncharacterized protein		protein_coding	NW_003303730.1:403933-405274	+	GeneID:9462068
PITG_13494	elicitor-like transglutaminase, putative		protein_coding	NW_003303730.1:405944-407221	-	GeneID:9462069
PITG_13495	uncharacterized protein		protein_coding	NW_003303730.1:408401-409542	-	GeneID:9462070
PITG_13496	elicitor-like transglutaminase, putative		protein_coding	NW_003303730.1:412847-414909	-	GeneID:9462071
PITG_13497	elicitor-like transglutaminase, putative		protein_coding	NW_003303730.1:418991-420996	-	GeneID:9462072
PITG_13498	glycoprotein elicitor-like protein		protein_coding	NW_003303730.1:422543-423693	+	GeneID:9462073
PITG_13499	MtN3-like protein		protein_coding	NW_003303730.1:423821-424599	+	GeneID:9462074
PITG_13500	40S ribosomal protein S4		protein_coding	NW_003303730.1:426976-428104	-	GeneID:9462075
PITG_13501	uncharacterized protein		protein_coding	NW_003303730.1:429034-430660	+	GeneID:9462076
PITG_13502	uncharacterized protein		protein_coding	NW_003303730.1:431661-432333	-	GeneID:9462077
PITG_13503	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303730.1:459365-461042	-	GeneID:9462078
PITG_13504	uncharacterized protein		protein_coding	NW_003303730.1:506622-507017	+	GeneID:9462389
PITG_13505	uncharacterized protein		protein_coding	NW_003303730.1:507929-508694	+	GeneID:9462079
PITG_13507	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303730.1:581574-583212	+	GeneID:9462081
PITG_13508	uncharacterized protein		protein_coding	NW_003303730.1:591619-592803	+	GeneID:9462082
PITG_13509	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303730.1:598226-598885	+	GeneID:9462083
PITG_13511	phosphatidylinositol-4-phosphate-5-kinase (PIPK-D6/GPCR-PIPK)		protein_coding	NW_003303730.1:623139-626112	-	GeneID:9462084
PITG_13512	peptidyl-prolyl cis-trans isomerase B precursor		protein_coding	NW_003303730.1:656589-657757	+	GeneID:9462086
PITG_13513	uncharacterized protein		protein_coding	NW_003303730.1:658851-659285	-	GeneID:9462087
PITG_13516	uncharacterized protein		protein_coding	NW_003303730.1:674134-674740	+	GeneID:9462088
PITG_13519	uncharacterized protein		protein_coding	NW_003303730.1:693105-693294	-	GeneID:9462089
PITG_13520	uncharacterized protein		protein_coding	NW_003303730.1:696842-697400	+	GeneID:9462090
PITG_13521	bzip transcription factor		protein_coding	NW_003303730.1:699453-700445	+	GeneID:9462091
PITG_13523	uncharacterized protein		protein_coding	NW_003303730.1:719639-721237	+	GeneID:9462092
PITG_13527	uncharacterized protein		protein_coding	NW_003303730.1:728799-730346	+	GeneID:9462093
PITG_13528	uncharacterized protein		protein_coding	NW_003303730.1:730770-732069	-	GeneID:9462094
PITG_13529	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303730.1:735684-736172	-	GeneID:9462095
PITG_13532	uncharacterized protein		protein_coding	NW_003303730.1:769090-770039	-	GeneID:9462096
PITG_13533	uncharacterized protein		protein_coding	NW_003303730.1:777934-779065	+	GeneID:9462097
PITG_13534	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303730.1:802030-802383	-	GeneID:9462098
PITG_13535	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303730.1:804699-805052	-	GeneID:9462099
PITG_13536	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303730.1:807451-807804	-	GeneID:9462100
PITG_13537	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303730.1:810014-810481	-	GeneID:9462101
PITG_13538	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303730.1:814005-814484	-	GeneID:9462102
PITG_13539	uncharacterized protein		protein_coding	NW_003303730.1:827307-828233	+	GeneID:9462103
PITG_13540	uncharacterized protein		protein_coding	NW_003303730.1:834219-837284	+	GeneID:9462104
PITG_13541	uncharacterized protein		protein_coding	NW_003303730.1:838063-839726	+	GeneID:9462105
PITG_13542	uncharacterized protein		protein_coding	NW_003303730.1:840772-842251	-	GeneID:9462106
PITG_13543	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303730.1:852240-852761	+	GeneID:9462107
PITG_13544	uncharacterized protein		protein_coding	NW_003303730.1:853241-855982	-	GeneID:9462109
PITG_13545	uncharacterized protein		protein_coding	NW_003303730.1:856655-857974	-	GeneID:9462110
PITG_13546	sphingosine kinase, putative		protein_coding	NW_003303730.1:858075-859835	-	GeneID:9462111
PITG_13548	uncharacterized protein		protein_coding	NW_003303730.1:866794-867288	+	GeneID:9462112
PITG_13550	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303730.1:873756-874124	-	GeneID:9462113
PITG_13551	creatine kinase, mitochondrial precursor		protein_coding	NW_003303730.1:878696-881160	+	GeneID:9462114
PITG_13554	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303730.1:897726-899246	+	GeneID:9462115
PITG_13555	uncharacterized protein		protein_coding	NW_003303730.1:899722-900829	+	GeneID:9462116
PITG_13558	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303730.1:957374-961426	-	GeneID:9462118
PITG_13559	uncharacterized protein		protein_coding	NW_003303730.1:962196-963257	+	GeneID:9462119
PITG_13560	endoglucanase, putative		protein_coding	NW_003303730.1:967164-967863	-	GeneID:9462120
PITG_13561	uncharacterized protein		protein_coding	NW_003303730.1:1007281-1007647	+	GeneID:9462121
PITG_13562	uncharacterized protein		protein_coding	NW_003303730.1:1013073-1014124	+	GeneID:9462122
PITG_13563	glutathione S-transferase, putative		protein_coding	NW_003303730.1:1014706-1015662	+	GeneID:9462123
PITG_13564	uncharacterized protein		protein_coding	NW_003303730.1:1016038-1017263	-	GeneID:9462124
PITG_13566	glycoside hydrolase, putative		protein_coding	NW_003303730.1:1035922-1038379	+	GeneID:9462125
PITG_13567	endo-1,3(4)-beta-glucanase, putative		protein_coding	NW_003303730.1:1050349-1053048	+	GeneID:9462126
PITG_13568	uncharacterized protein		protein_coding	NW_003303730.1:1053428-1055256	+	GeneID:9462127
PITG_13569	endo-1,3(4)-beta-glucanase, putative		protein_coding	NW_003303730.1:1056211-1059195	+	GeneID:9462128
PITG_13570	uncharacterized protein		protein_coding	NW_003303730.1:1060140-1061501	+	GeneID:9462129
PITG_13571	endo-1,3(4)-beta-glucanase, putative		protein_coding	NW_003303730.1:1062350-1065481	+	GeneID:9462130
PITG_13572	uncharacterized protein		protein_coding	NW_003303730.1:1066425-1067462	+	GeneID:9462131
PITG_13573	uncharacterized protein		protein_coding	NW_003303730.1:1068407-1069740	-	GeneID:9462132
PITG_13574	uncharacterized protein		protein_coding	NW_003303730.1:1074254-1075026	-	GeneID:9462133
PITG_13575	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303730.1:1080801-1084877	+	GeneID:9462134
PITG_13576	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303730.1:1092542-1096588	+	GeneID:9462135
PITG_13578	uncharacterized protein		protein_coding	NW_003303730.1:1110162-1110818	+	GeneID:9462136
PITG_13579	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303730.1:1113225-1117271	-	GeneID:9462137
PITG_13580	uncharacterized protein		protein_coding	NW_003303730.1:1117599-1120294	+	GeneID:9462138
PITG_13581	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303730.1:1120733-1124782	+	GeneID:9462139
PITG_13582	glycosyl hydrolase, putative		protein_coding	NW_003303730.1:1125089-1128212	+	GeneID:9462140
PITG_13583	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303730.1:1128805-1133047	+	GeneID:9462141
PITG_13584	uncharacterized protein		protein_coding	NW_003303730.1:1133444-1134610	+	GeneID:9462142
PITG_13586	pterin-4-alpha-carbinolamine dehydratase		protein_coding	NW_003303730.1:1184252-1184667	+	GeneID:9462143
PITG_13587	uncharacterized protein		protein_coding	NW_003303730.1:1207577-1208265	+	GeneID:9462145
PITG_13588	uncharacterized protein		protein_coding	NW_003303730.1:1208884-1209200	-	GeneID:9462227
PITG_13589	uncharacterized protein		protein_coding	NW_003303730.1:1210248-1211234	+	GeneID:9462228
PITG_13590	ATP-binding Cassette (ABC) superfamily		protein_coding	NW_003303730.1:1235280-1239422	+	GeneID:9462229
PITG_13593	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303730.1:1252046-1252471	-	GeneID:9462230
PITG_13595	uncharacterized protein		protein_coding	NW_003303730.1:1280409-1281122	+	GeneID:9462231
PITG_13596	biotin synthase		protein_coding	NW_003303730.1:1281130-1282461	-	GeneID:9462232
PITG_13597	uncharacterized protein		protein_coding	NW_003303730.1:1307051-1307911	-	GeneID:9462233
PITG_13599	uncharacterized protein		protein_coding	NW_003303730.1:1311225-1312460	-	GeneID:9462234
PITG_13600	eukaryotic translation initiation factor 3 subunit, putative		protein_coding	NW_003303730.1:1312596-1313799	+	GeneID:9462235
PITG_13601	cleavage induced hypothetical protein		protein_coding	NW_003303730.1:1313972-1315309	+	GeneID:9462236
PITG_13602	uncharacterized protein		protein_coding	NW_003303730.1:1315368-1316197	+	GeneID:9462237
PITG_13603	uncharacterized protein		protein_coding	NW_003303730.1:1318470-1319152	-	GeneID:9462238
PITG_13604	P-type ATPase (P-ATPase) Superfamily		protein_coding	NW_003303730.1:1319563-1323820	+	GeneID:9462239
PITG_13605	zinc phosphodiesterase ELAC protein 2, putative		protein_coding	NW_003303730.1:1324004-1325057	+	GeneID:9462240
PITG_13606	uncharacterized protein		protein_coding	NW_003303730.1:1325403-1326448	+	GeneID:9462241
PITG_13607	translation initiation factor eIF-2B subunit delta, putative		protein_coding	NW_003303730.1:1326466-1328251	-	GeneID:9462242
PITG_13608	uncharacterized protein		protein_coding	NW_003303730.1:1348310-1348793	-	GeneID:9462243
PITG_13609	uncharacterized protein		protein_coding	NW_003303730.1:1357963-1361324	+	GeneID:9462244
PITG_13610	uncharacterized protein		protein_coding	NW_003303730.1:1361598-1361816	+	GeneID:9462245
PITG_13612	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303730.1:1420380-1420799	+	GeneID:9462246
PITG_13613	P-type ATPase (P-ATPase) Superfamily		protein_coding	NW_003303730.1:1465407-1467551	+	GeneID:9462247
PITG_13614	malate dehydrogenase, mitochondrial precursor		protein_coding	NW_003303730.1:1468732-1469906	+	GeneID:9462248
PITG_13615	dimethyladenosine transferase, putative		protein_coding	NW_003303730.1:1470243-1471292	+	GeneID:9462249
PITG_13616	uncharacterized protein		protein_coding	NW_003303730.1:1471673-1472655	-	GeneID:9462250
PITG_13617	caltractin		protein_coding	NW_003303730.1:1472869-1473501	+	GeneID:9462251
PITG_13618	WD repeat protein pop3		protein_coding	NW_003303730.1:1473522-1474655	-	GeneID:9462252
PITG_13619	uncharacterized protein		protein_coding	NW_003303730.1:1475070-1475719	+	GeneID:9462253
PITG_13620	uncharacterized protein		protein_coding	NW_003303730.1:1477654-1480872	-	GeneID:9462254
PITG_13621	uncharacterized protein		protein_coding	NW_003303730.1:1481939-1482449	+	GeneID:9462255
PITG_13622	uncharacterized protein		protein_coding	NW_003303730.1:1482648-1484966	-	GeneID:9462256
PITG_13623	uncharacterized protein		protein_coding	NW_003303730.1:1485106-1486109	-	GeneID:9462257
PITG_13624	uncharacterized protein		protein_coding	NW_003303730.1:1486251-1486889	+	GeneID:9462258
PITG_13625	uncharacterized protein		protein_coding	NW_003303730.1:1487043-1487714	-	GeneID:9462259
PITG_13626	uncharacterized protein		protein_coding	NW_003303730.1:1488124-1488612	+	GeneID:9462260
PITG_13628	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303730.1:1513896-1514621	+	GeneID:9462261
PITG_13631	cytochrome P450, putative		protein_coding	NW_003303730.1:1564191-1565625	-	GeneID:9462262
PITG_13632	uncharacterized protein		protein_coding	NW_003303730.1:1565875-1567185	+	GeneID:9462263
PITG_13633	uncharacterized protein		protein_coding	NW_003303730.1:1599523-1600066	-	GeneID:9462264
PITG_13634	uncharacterized protein		protein_coding	NW_003303730.1:1600782-1602749	-	GeneID:9462265
PITG_13635	choline transporter-like protein		protein_coding	NW_003303730.1:1604329-1606742	-	GeneID:9462266
PITG_13636	trypsin protease GIP		protein_coding	NW_003303730.1:1608845-1609618	+	GeneID:9462267
PITG_13638	glucanase inhibitor protein 1		protein_coding	NW_003303730.1:1623132-1623908	-	GeneID:9462268
PITG_13641	glucanase inhibitor protein, putative		protein_coding	NW_003303730.1:1663291-1664061	-	GeneID:9462269
PITG_13644	uncharacterized protein		protein_coding	NW_003303730.1:1678278-1679458	-	GeneID:9462270
PITG_13647	uncharacterized protein		protein_coding	NW_003303730.1:1727989-1729090	+	GeneID:9462271
PITG_13648	serine protease family S01A, putative		protein_coding	NW_003303730.1:1747932-1748642	+	GeneID:9462273
PITG_13649	uncharacterized protein		protein_coding	NW_003303730.1:1751250-1752275	-	GeneID:9462274
PITG_13650	uncharacterized protein		protein_coding	NW_003303730.1:1758001-1758693	-	GeneID:9462275
PITG_13651	uncharacterized protein		protein_coding	NW_003303730.1:1761129-1762043	+	GeneID:9462276
PITG_13652	uncharacterized protein		protein_coding	NW_003303730.1:1795535-1795780	+	GeneID:9462277
PITG_13654	uncharacterized protein		protein_coding	NW_003303730.1:1817420-1818046	-	GeneID:9462278
PITG_13655	glucanase inhibitor protein, putative		protein_coding	NW_003303730.1:1818430-1819203	-	GeneID:9462279
PITG_13657	uncharacterized protein		protein_coding	NW_003303730.1:1860952-1861887	+	GeneID:9462280
PITG_13658	methionine aminopeptidase, putative		protein_coding	NW_003303730.1:1862469-1863302	+	GeneID:9462281
PITG_13659	uncharacterized protein		protein_coding	NW_003303730.1:1863617-1864315	-	GeneID:9462282
PITG_13660	uncharacterized protein		protein_coding	NW_003303730.1:1895768-1898425	+	GeneID:9462283
PITG_13661	uncharacterized protein		protein_coding	NW_003303730.1:1897260-1898312	-	GeneID:9462284
PITG_13662	uncharacterized protein		protein_coding	NW_003303730.1:1914348-1915020	-	GeneID:9462285
PITG_13663	uncharacterized protein		protein_coding	NW_003303730.1:1918042-1919883	+	GeneID:9462286
PITG_13664	uncharacterized protein		protein_coding	NW_003303730.1:1922625-1923515	+	GeneID:9462287
PITG_13665	uncharacterized protein		protein_coding	NW_003303730.1:1934580-1935122	+	GeneID:9462288
PITG_13666	uncharacterized protein		protein_coding	NW_003303730.1:1935307-1937368	-	GeneID:9462289
PITG_13669	serine/threonine protein kinase		protein_coding	NW_003303730.1:1972370-1974780	+	GeneID:9462290
PITG_13671	glucanase inhibitor protein 3		protein_coding	NW_003303730.1:1980724-1981562	+	GeneID:9462291
PITG_13672	uncharacterized protein		protein_coding	NW_003303730.1:1981602-1982660	-	GeneID:9462292
PITG_13673	uncharacterized protein		protein_coding	NW_003303730.1:1984923-1987070	+	GeneID:9462293
PITG_13674	uncharacterized protein		protein_coding	NW_003303730.1:1987213-1987929	+	GeneID:9462294
PITG_13675	uncharacterized protein		protein_coding	NW_003303730.1:1988654-1989682	+	GeneID:9462295
PITG_13676	uncharacterized protein		protein_coding	NW_003303730.1:1989842-1990396	-	GeneID:9462296
PITG_13677	phosphatidylinositol-4-phosphate-5-kinase (PIPK-D7/GPCR-PIPK)		protein_coding	NW_003303730.1:1990855-1994779	+	GeneID:9462297
PITG_13678	uncharacterized protein		protein_coding	NW_003303730.1:1995358-1996700	+	GeneID:9462298
PITG_13679	uncharacterized protein		protein_coding	NW_003303730.1:1996776-1998827	-	GeneID:9462299
PITG_13680	chymotrypsin, serine protease family S01A, putative		protein_coding	NW_003303730.1:2000370-2001143	-	GeneID:9462300
PITG_13681	40S ribosomal protein S26, putative		protein_coding	NW_003303730.1:2001778-2002452	-	GeneID:9462301
PITG_13682	uncharacterized protein		protein_coding	NW_003303730.1:2002691-2003254	-	GeneID:9462302
PITG_13683	NADH dehydrogenase flavoprotein 2, mitochondrial precursor		protein_coding	NW_003303730.1:2003442-2004543	+	GeneID:9462303
PITG_13686	Sulfate Permease (SulP) Family		protein_coding	NW_003303730.1:2071066-2074563	+	GeneID:9462305
PITG_13687	pre-mRNA-splicing factor ATP-dependent RNA helicase, putative		protein_coding	NW_003303730.1:2075320-2079444	-	GeneID:9462306
PITG_13688	uncharacterized protein		protein_coding	NW_003303730.1:2093350-2093900	+	GeneID:9462307
PITG_13690	uncharacterized protein		protein_coding	NW_003303729.1:65152-65484	+	GeneID:9461262
PITG_13691	uncharacterized protein		protein_coding	NW_003303729.1:66232-66954	+	GeneID:9461263
PITG_13692	uncharacterized protein		protein_coding	NW_003303729.1:67066-67443	-	GeneID:9461264
PITG_13693	uncharacterized protein		protein_coding	NW_003303729.1:75447-77162	-	GeneID:9461265
PITG_13695	crinkler (CRN) family protein		protein_coding	NW_003303729.1:127723-129165	-	GeneID:9461266
PITG_13697	uncharacterized protein		protein_coding	NW_003303729.1:148325-149279	-	GeneID:9461268
PITG_13698	crinkler (CRN) family protein, putative		protein_coding	NW_003303729.1:165799-167811	-	GeneID:9461269
PITG_13704	crinkler (CRN) family protein, putative		protein_coding	NW_003303729.1:295723-297752	+	GeneID:9461272
PITG_13707	uncharacterized protein		protein_coding	NW_003303729.1:345770-347672	+	GeneID:9461275
PITG_13709	uncharacterized protein		protein_coding	NW_003303729.1:367042-367809	-	GeneID:9461278
PITG_13710	uncharacterized protein		protein_coding	NW_003303729.1:369715-370154	-	GeneID:9461279
PITG_13711	uncharacterized protein		protein_coding	NW_003303729.1:371323-371707	-	GeneID:9461280
PITG_13712	uncharacterized protein		protein_coding	NW_003303729.1:371852-373666	-	GeneID:9461281
PITG_13713	MICAL-like protein		protein_coding	NW_003303729.1:374692-377856	-	GeneID:9461282
PITG_13715	uncharacterized protein		protein_coding	NW_003303729.1:382135-385535	+	GeneID:9461283
PITG_13716	uncharacterized protein		protein_coding	NW_003303729.1:385580-386613	-	GeneID:9461284
PITG_13717	uncharacterized protein		protein_coding	NW_003303729.1:386759-388260	-	GeneID:9461285
PITG_13718	uncharacterized protein		protein_coding	NW_003303729.1:388414-389814	+	GeneID:9461286
PITG_13719	DNA excision repair protein ERCC-1		protein_coding	NW_003303729.1:390159-391104	-	GeneID:9461287
PITG_13720	Metal Ion (Mn2 -iron) Transporter (Nramp) Family		protein_coding	NW_003303729.1:391246-392896	+	GeneID:9461288
PITG_13721	alpha,alpha-trehalose-phosphate synthase [UDP-forming], putative		protein_coding	NW_003303729.1:393089-396826	+	GeneID:9461289
PITG_13722	uncharacterized protein		protein_coding	NW_003303729.1:396790-398446	-	GeneID:9461290
PITG_13724	cysteine protease family C48, putative		protein_coding	NW_003303729.1:400170-401557	+	GeneID:9461291
PITG_13725	uncharacterized protein		protein_coding	NW_003303729.1:402831-404048	+	GeneID:9461292
PITG_13726	Ca2 :Cation Antiporter (CaCA) Family		protein_coding	NW_003303729.1:404226-405530	-	GeneID:9461293
PITG_13727	uncharacterized protein		protein_coding	NW_003303729.1:406955-408371	+	GeneID:9461294
PITG_13728	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, putative		protein_coding	NW_003303729.1:408521-409409	+	GeneID:9461295
PITG_13729	uncharacterized protein		protein_coding	NW_003303729.1:409425-410521	-	GeneID:9461296
PITG_13730	Mitochondrial Carrier (MC) Family		protein_coding	NW_003303729.1:410779-411991	+	GeneID:9461297
PITG_13732	dual specificity phosphatase, putative		protein_coding	NW_003303729.1:415447-416770	+	GeneID:9461298
PITG_13733	uncharacterized protein		protein_coding	NW_003303729.1:416862-417532	-	GeneID:9461299
PITG_13734	uncharacterized protein		protein_coding	NW_003303729.1:417619-419016	+	GeneID:9461300
PITG_13735	peptide chain release factor, putative		protein_coding	NW_003303729.1:419201-420470	+	GeneID:9461301
PITG_13736	diacylglycerol kinase		protein_coding	NW_003303729.1:420508-422756	-	GeneID:9461302
PITG_13737	protoplast secreted protein 2 precursor		protein_coding	NW_003303729.1:422914-423610	-	GeneID:9461303
PITG_13738	uncharacterized protein		protein_coding	NW_003303729.1:423861-426054	-	GeneID:9461304
PITG_13739	uncharacterized protein		protein_coding	NW_003303729.1:426319-426636	+	GeneID:9461305
PITG_13740	uncharacterized protein		protein_coding	NW_003303729.1:426678-427310	-	GeneID:9461306
PITG_13744	uncharacterized protein		protein_coding	NW_003303729.1:433788-434553	+	GeneID:9461307
PITG_13745	vacuolar protein sorting-associated protein, putative		protein_coding	NW_003303729.1:434409-438016	-	GeneID:9461308
PITG_13746	uncharacterized protein		protein_coding	NW_003303729.1:438255-439190	-	GeneID:9461309
PITG_13747	Drug/Metabolite Transporter (DMT) Superfamily		protein_coding	NW_003303729.1:439442-440702	+	GeneID:9461310
PITG_13748	ubiquitin-conjugating enzyme E2, putative		protein_coding	NW_003303729.1:440879-441654	+	GeneID:9461311
PITG_13749	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase		protein_coding	NW_003303729.1:441971-442925	+	GeneID:9461312
PITG_13750	uncharacterized protein		protein_coding	NW_003303729.1:442990-443895	-	GeneID:9461313
PITG_13751	uncharacterized protein		protein_coding	NW_003303729.1:444041-444960	+	GeneID:9461314
PITG_13752	uncharacterized protein		protein_coding	NW_003303729.1:445072-447839	-	GeneID:9461315
PITG_13753	choline/Carnitine O-acyltransferase, putative		protein_coding	NW_003303729.1:448054-450167	-	GeneID:9461316
PITG_13754	uncharacterized protein		protein_coding	NW_003303729.1:450498-452915	+	GeneID:9461317
PITG_13755	phosphatidylinositol kinase (PIK-E3)		protein_coding	NW_003303729.1:454987-456474	-	GeneID:9461318
PITG_13756	uncharacterized protein		protein_coding	NW_003303729.1:457368-458213	-	GeneID:9461319
PITG_13757	uncharacterized protein		protein_coding	NW_003303729.1:458765-459934	-	GeneID:9461320
PITG_13758	uncharacterized protein		protein_coding	NW_003303729.1:460009-461710	+	GeneID:9461321
PITG_13759	uncharacterized protein		protein_coding	NW_003303729.1:461667-462440	-	GeneID:9461322
PITG_13760	uncharacterized protein		protein_coding	NW_003303729.1:463492-466296	-	GeneID:9461323
PITG_13761	protoplast secreted protein 2 precursor		protein_coding	NW_003303729.1:466347-467049	-	GeneID:9461324
PITG_13762	flavodoxin-like protein		protein_coding	NW_003303729.1:467849-468648	+	GeneID:9461325
PITG_13763	flavodoxin-like protein		protein_coding	NW_003303729.1:469454-470178	+	GeneID:9461326
PITG_13764	uncharacterized protein		protein_coding	NW_003303729.1:496436-497215	+	GeneID:9461327
PITG_13765	uncharacterized protein		protein_coding	NW_003303729.1:500768-503818	-	GeneID:9461328
PITG_13766	WD repeat protein 35		protein_coding	NW_003303729.1:503980-510567	-	GeneID:9461329
PITG_13767	uncharacterized protein		protein_coding	NW_003303729.1:510926-512932	+	GeneID:9461330
PITG_13768	acyl-CoA-binding domain-containing protein, putative		protein_coding	NW_003303729.1:513151-514753	-	GeneID:9461331
PITG_13769	sporangia induced conserved hypothetical protein		protein_coding	NW_003303729.1:515097-516056	+	GeneID:9461332
PITG_13770	uncharacterized protein		protein_coding	NW_003303729.1:516183-517172	+	GeneID:9461333
PITG_13771	uncharacterized protein		protein_coding	NW_003303729.1:517896-519089	-	GeneID:9461334
PITG_13772	uncharacterized protein		protein_coding	NW_003303729.1:531985-534477	-	GeneID:9461335
PITG_13773	uncharacterized protein		protein_coding	NW_003303729.1:535281-538310	+	GeneID:9461336
PITG_13774	uncharacterized protein		protein_coding	NW_003303729.1:538593-541910	-	GeneID:9461337
PITG_13775	phosphatidylinositol kinase (PIK-J)		protein_coding	NW_003303729.1:542197-545347	-	GeneID:9461338
PITG_13776	uncharacterized protein		protein_coding	NW_003303729.1:545579-546407	-	GeneID:9461420
PITG_13778	cell cycle-related kinase, putative		protein_coding	NW_003303729.1:546620-549489	+	GeneID:9461421
PITG_13779	uncharacterized protein		protein_coding	NW_003303729.1:549533-552112	-	GeneID:9461422
PITG_13780	uncharacterized protein		protein_coding	NW_003303729.1:552421-552990	-	GeneID:9461423
PITG_13781	uncharacterized protein		protein_coding	NW_003303729.1:559010-559606	+	GeneID:9461424
PITG_13783	uncharacterized protein		protein_coding	NW_003303729.1:581705-582862	+	GeneID:9461425
PITG_13785	uncharacterized protein		protein_coding	NW_003303729.1:609048-610031	+	GeneID:9461426
PITG_13788	uncharacterized protein		protein_coding	NW_003303729.1:617843-619457	+	GeneID:9461427
PITG_13789	Voltage-gated Ion Channel (VIC) Superfamily		protein_coding	NW_003303729.1:620095-622493	+	GeneID:9461428
PITG_13790	ATP-dependent helicase, putative		protein_coding	NW_003303729.1:622781-625657	-	GeneID:9461429
PITG_13791	uncharacterized protein		protein_coding	NW_003303729.1:626074-627393	-	GeneID:9461430
PITG_13792	ribonuclease H2 subunit A, putative		protein_coding	NW_003303729.1:628779-632024	+	GeneID:9461431
PITG_13793	uncharacterized protein		protein_coding	NW_003303729.1:632285-635496	-	GeneID:9461432
PITG_13794	uncharacterized protein		protein_coding	NW_003303729.1:636293-637716	+	GeneID:9461433
PITG_13795	uncharacterized protein		protein_coding	NW_003303729.1:638017-640470	+	GeneID:9461434
PITG_13796	uncharacterized protein		protein_coding	NW_003303729.1:640520-641486	-	GeneID:9461435
PITG_13797	uncharacterized protein		protein_coding	NW_003303729.1:645346-647303	+	GeneID:9461436
PITG_13801	uncharacterized protein		protein_coding	NW_003303729.1:671639-673770	-	GeneID:9461437
PITG_13802	uncharacterized protein		protein_coding	NW_003303729.1:685115-686298	+	GeneID:9461438
PITG_13803	Hect domain-containing protein, putative		protein_coding	NW_003303729.1:706975-712499	+	GeneID:9461439
PITG_13804	uncharacterized protein		protein_coding	NW_003303729.1:714814-717348	+	GeneID:9461440
PITG_13805	uncharacterized protein		protein_coding	NW_003303729.1:717358-718941	-	GeneID:9461441
PITG_13806	uncharacterized protein		protein_coding	NW_003303729.1:719497-722630	-	GeneID:9461442
PITG_13807	uncharacterized protein		protein_coding	NW_003303729.1:722736-723380	-	GeneID:9461443
PITG_13808	uncharacterized protein		protein_coding	NW_003303729.1:724031-724703	-	GeneID:9461444
PITG_13809	Rab18 family GTPase, putative		protein_coding	NW_003303729.1:725076-726030	+	GeneID:9461445
PITG_13814	serine/threonine protein kinase		protein_coding	NW_003303729.1:740231-741376	-	GeneID:9461447
PITG_13815	uncharacterized protein		protein_coding	NW_003303729.1:741944-743341	-	GeneID:9461448
PITG_13816	uncharacterized protein		protein_coding	NW_003303729.1:750001-750504	-	GeneID:9461449
